家,24.974515785063602, 121.54204652859816
新竹,24.800890709395844, 120.99225247834613
菇,-21.223375953278133, -44.98960254638777
菇2,51.747082,12.625612
花,22.2422020, 75.0886570
花2,13.030833,80.195943
花：塞爾維亞,45.262546,19.847647
巴西花田,-25.391616,-49.228916
宜誠一極,25.04376293954716, 121.29189725187403
台南機場,22.9481,120.2162
國美館,24.1290,120.6660
四草觀汐,22.9901,120.1470
日本神戶市櫻守之瀧,34.729332,135.274150
新竹市立動物園,24.7960,120.9760
國立台灣美術館,24.1290,120.6660
台中：大雪山森林遊樂區,24.2445,120.9751
宜蘭：太平山翠峰湖,24.4977,121.5350
漂亮菇：繡球花小僧,39.962084, 139.781054
大阪市噴水小僧,34.7018358, 135.4932636
純點：動物：宜蘭斑比山丘停車場,24.64643, 121.74489
紐西蘭：蒂卡波星空,-44.013659, 170.501131
純點：塔可餅,25.058641407841574, 121.63648199290594
純點：洗衣店,24.991984871048313, 121.5216686552458
純點：壽司,24.997086565368328, 121.51399059974067
純點：甜點,25.011992384018225, 121.48051720674576
漂亮菇：星空下的貓,41.9644600, -76.5106320
漂亮菇：羚羊谷,36.861897,-111.374442
漂亮菇：中指貓,43.672338,-1.386769
漂亮菇：屌,47.829637,107.412573
漂亮菇：月亮聽我說,23.59297823, 119.60756186
明信片：冰島教堂狐狸,66.011770,-21.508806
明信片：神社狐狸,38.0410130, 140.5312620
明信片：漢堡王,4.9460660, 114.9604450
明信片：石斑魚風車,22.816179, 120.209586
明信片：極光,37.677343,-113.061763
明信片：小龍貓招牌,35.701468, 139.582578
明信片：青蛙,34.676888, 136.349024
明信片：英國巨石陣,51.1795,-1.8272
明信片：龍貓公車,24.1351700, 120.6916310
明信片：澎湖船蛸白亭,23.5610320,119.6471850
明信片：喜鵲亭倒影,35.063663,135.808479
明信片：日本沖繩安良波海灘,26.305165, 127.759209
明信片：台南美術館二館,22.990772, 120.202241
明信片：拉斯維加斯,36.12195702718776,-115.16215916723013
明信片：日本星之茶屋/山之茶屋花點,32.2015830, 130.3876830
明信片：國華街變色龍,22.994074, 120.198390
明信片：小精靈,15.530782,-88.029058
明信片：黃金便便,37.550891,126.918397
明信片：日本天主教橫手教會花點,39.3118650, 140.5640610
明信片：阿拉伯畫框,24.437105,39.616110
明信片：達摩,22.8156330, 120.3948210
明信片：阿布達比,24.4412400, 54.5759810
明信片：冰島船骨,64.1476090,-21.9223270
明信片：美國太空壁畫,33.2615280, -111.6352620
漂亮菇：美國戴珍珠耳環的兔兔,37.417531,-121.897633
漂亮菇：合歡主峰瑪雅平台星空,24.135795,121.271740
漂亮菇：義大利雪景教堂,46.3650500, 11.6347920
漂亮菇：日本會津若松市平澤觀音堂,37.5187540, 139.9071610
漂亮菇：克羅埃西亞藍洞,42.9803290,16.0225340
明信片：派大星,20.7955753, -86.9302363
漂亮菇：德國新天鵝堡,47.5624490, 10.7384000
明信片：日本舊葦見橋,35.685411,139.414071
明信片：嘉義市立棒球場,23.4816471, 120.4650697
明信片：德國聖科洛曼教堂,47.5787200, 10.7493900
明信片：日本藥萊花園Fururu之丘,38.5783190, 140.7225790
明信片：紅色皮克敏,34.6682480, 135.4304740
漂亮菇：史努比查理布朗,44.9131, -93.1581
明信片：美國佩吉馬蹄灣,36.878868,-111.509806
漂亮菇：冰島雪景教堂,69.6808,18.7442
漂亮菇：瑞典藍莓玩偶,61.2195278, 14.5391389
明信片：東京涉谷黃色皮克敏,35.6622650, 139.6981996
明信片：日本大銀杏,34.8887,135.8114
漂亮菇：西光寺,35.7409810, 140.0621240
明信片：埃及金字塔,29.97254753,31.12836647
明信片：須賀川市櫻花橋, 37.290405,140.379954
明信片：史努比,35.6764014, 139.7817587
漂亮菇：珠海市色即是空,22.25935, 113.58478
明信片：胖貓,15.317083, -91.471407
菇3,50.111227, 13.939897
田,64.0548970, -139.4360470
明信片：史努比繪本,24.8192170, 120.9752840
菇4,47.856067, -0.604734
花：兒童遛冰場,24.972937630059572, 121.54626178502278
花：大麥町,24.97581769611276, 121.54120239266759
漂亮菇：白鹿,38.37533555536167, 141.4397918542621
明信片：伏見稻荷神社鳥居,34.968011,135.776933
明信片：達拉斯腳踏車、彩繪房子,32.749564274693725, -96.8431853396195
明信片：彩繪房子2,32.7492406519673, -96.8349042492814
明信片：彩繪房子3,32.74980984141491, -96.82562190065477
漂亮菇：達拉斯壁畫,32.74935351156999, -96.8292189506152
漂亮菇：達拉斯壁畫2,32.74980984141491, -96.82562190065477
菇5,32.739084830413, -96.81527930569307
漂亮菇：寶可夢公園,34.48688308845347, 136.84465812125322
漂亮菇：夢幻壁畫,32.6283200, -115.4209980
漂亮菇：機器人魯夫,23.706336,120.348401
明信片：愛心招牌,51.086832088762634,-115.35318206995726
